,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,name,zone
1671,,,,,,,,S,,,,,Celery,15
1672,,,,,,,,,,T,,,Celery,15
1673,,,,,,,,,,P,,,Celery,15
1674,,,,,,,,S,,,,,Celery,100
1675,,,,,,,,,,T,,,Celery,100
1676,,S,S,S,S,S,S,S,S,S,,,Celery,23
1677,,,T,T,T,T,T,T,T,T,,,Celery,23
1678,,S,S,,,,,,,,,,Celery,20
1679,,,T,T,,,,,,,,,Celery,20
1680,,,,,,,,,S,S,,,Celery,21
1681,,,,,,,,,,T,T,,Celery,21
1682,,S,S,,,,,S,S,S,S,,Celery,22
1683,,,T,T,,,,,T,T,T,T,Celery,22
1684,,,,,S,S,,,,,,,Chicory,17
1685,,,,,,T,T,,,,,,Chicory,17
1686,S,S,,,,,,,,,,S,Chicory,1
1687,T,T,T,,,,,,,,,T,Chicory,1
1688,,,S,S,S,,,,,,,,Chicory,3
1689,,,,T,T,T,,,,,,,Chicory,3
1690,S,S,,,,,,,,,,S,Chicory,2
1691,T,T,T,,,,,,,,,T,Chicory,2
1692,,,S,S,S,,,,,,,,Chicory,4
1693,,,,T,T,T,,,,,,,Chicory,4
1694,,,,,P,P,,,,,,,Chicory,60
1695,,,,,P,P,P,,,,,,Chicory,59
1696,,,,,P,P,P,,,,,,Chicory,58
1697,,,,,P,P,P,,,,,,Chicory,57
1698,,,,,P,P,P,,,,,,Chicory,56
1699,,,,,P,P,P,P,,,,,Chicory,55
1700,,,,,P,P,P,P,,,,,Chicory,54
1701,,,P,P,P,P,P,P,,,,,Chicory,53
1702,,,,P,P,P,P,P,,,,,Chicory,52
1703,,,,P,P,P,P,P,P,,,,Chicory,51
1704,,,P,P,P,P,P,P,P,,,,Chicory,50
1705,,,,,,P,P,,,,,,Chicory,8
1706,,,,,,P,P,,,,,,Chicory,9
1707,,,,,,,,,,P,P,,Chicory,6
1708,,,,P,P,P,,,,,,,Chicory,7
1709,,,,,,,,,P,P,P,,Chicory,5
1710,,,S,,,,,,,,,,Chicory,110
1711,,,,,T,,,,,,,,Chicory,110
1712,,,,S,,,,,,,,,Chicory,111
1713,,,,,,T,,,,,,,Chicory,111
1714,,,,S,,,,,,,,,Chicory,112
1715,,,,,,T,,,,,,,Chicory,112
1716,,,S,,,,,,,,,,Chicory,11
1717,,,,,T,,,,,,,,Chicory,11
1718,,,,P,P,,,,,,,,Chicory,11
1719,,,S,,,,,,,,,,Chicory,14
1720,,,,,T,,,,,,,,Chicory,14
1721,,,,P,P,,,,,,,,Chicory,14
1722,S,,,,,,,,,,,,Chicory,16
1723,,,T,,,,,,,,,,Chicory,16
1724,,,,,,,P,,,,,,Chicory,16
1725,S,,,,,,,,,,,,Chicory,113
1726,,,T,,,,,,,,,,Chicory,113
1727,,,,,,,P,,,,,,Chicory,113
1728,,S,,,,,,,,,,,Chicory,10
1729,,,,T,,,,,,,,,Chicory,10
1730,,S,,,,,,,,,,,Chicory,114
1731,,,,T,,,,,,,,,Chicory,114
1732,,,,,,,,,P,P,,,Chicory,13
1733,,,,,,,,,P,P,,,Chicory,12
1734,,,,,,,,,,,P,P,Chicory,115
1735,,,,,,,,,,,P,P,Chicory,116
1736,,,,,,,,P,P,P,,,Chicory,23
1737,,,,,,,,P,P,P,,,Chicory,20
1738,,,,,,,,P,P,P,,,Chicory,21
1739,,,,,,,,,,P,P,,Chicory,22
1740,,,,,,,S,S,S,S,S,,Chilli%2Bpeppers,17
1741,,,,,,,,T,T,T,T,T,Chilli%2Bpeppers,17
1742,,,,,,,,,S,S,S,,Chilli%2Bpeppers,1
1743,,,,,,,,,,T,T,,Chilli%2Bpeppers,1
1744,S,S,,,,,,S,S,S,S,S,Chilli%2Bpeppers,3
1745,T,T,T,,,,,,,T,T,T,Chilli%2Bpeppers,3
1746,,,,,,,,S,S,S,S,,Chilli%2Bpeppers,2
1747,,,,,,,,,,T,T,,Chilli%2Bpeppers,2
1748,,,,S,S,S,,,,,,,Chilli%2Bpeppers,4
1749,,,,,T,T,T,,,,,,Chilli%2Bpeppers,4
1750,,,,,S,,,,,,,,Chilli%2Bpeppers,61
1751,,,,,,T,,,,,,,Chilli%2Bpeppers,61
1752,,,,,,P,,,,,,,Chilli%2Bpeppers,61
1753,,,,,S,,,,,,,,Chilli%2Bpeppers,62
1754,,,,,,T,,,,,,,Chilli%2Bpeppers,62
1755,,,,,,P,,,,,,,Chilli%2Bpeppers,62
1756,,,,S,,,,,,,,,Chilli%2Bpeppers,60
1757,,,,,,T,,,,,,,Chilli%2Bpeppers,60
1758,,,,S,,,,,,,,,Chilli%2Bpeppers,59
1759,,,,,,T,,,,,,,Chilli%2Bpeppers,59
1760,,,,S,,,,,,,,,Chilli%2Bpeppers,58
1761,,,,,T,T,,,,,,,Chilli%2Bpeppers,58
1762,,,,S,,,,,,,,,Chilli%2Bpeppers,57
1763,,,,,T,T,,,,,,,Chilli%2Bpeppers,57
1764,,,S,S,,,,,,,,,Chilli%2Bpeppers,56
1765,,,,,T,T,,,,,,,Chilli%2Bpeppers,56
1766,,,S,S,,,,,,,,,Chilli%2Bpeppers,55
1767,,,,,T,T,,,,,,,Chilli%2Bpeppers,55
1768,,,,,P,,,,,,,,Chilli%2Bpeppers,55
1769,,S,S,,,,,,,,,,Chilli%2Bpeppers,54
1770,,,,T,T,T,,,,,,,Chilli%2Bpeppers,54
1771,,S,S,,,,,,,,,,Chilli%2Bpeppers,53
1772,,,,T,T,T,T,,,,,,Chilli%2Bpeppers,53
1773,,,,,P,P,,,,,,,Chilli%2Bpeppers,53
1774,,S,S,,,,,,,,,,Chilli%2Bpeppers,52
1775,,,,T,T,T,T,,,,,,Chilli%2Bpeppers,52
1776,,,,P,P,,,,,,,,Chilli%2Bpeppers,52
1777,,S,S,,,,,,,,,,Chilli%2Bpeppers,51
1778,,,,T,T,T,T,,,,,,Chilli%2Bpeppers,51
1779,,,,,P,,,,,,,,Chilli%2Bpeppers,51
1780,S,S,,,,,,,,,,,Chilli%2Bpeppers,50
1781,,,T,T,T,T,T,T,,,,,Chilli%2Bpeppers,50
1782,,,,,P,P,P,,,,,,Chilli%2Bpeppers,50
1783,,,,S,,,,,,,,,Chilli%2Bpeppers,8
1784,,,,,,T,,,,,,,Chilli%2Bpeppers,8
1785,,,S,,,,,,,,,,Chilli%2Bpeppers,9
1786,,,,,T,,,,,,,,Chilli%2Bpeppers,9
1787,,,,,,,,,S,S,,,Chilli%2Bpeppers,6
1788,,,,,,,,,,,T,T,Chilli%2Bpeppers,6
1789,,,,,,,,S,S,,,,Chilli%2Bpeppers,7
1790,,,,,,,,,,T,T,,Chilli%2Bpeppers,7
1791,P,,,,,,,,,,,P,Chilli%2Bpeppers,7
1792,,,,,,,,S,S,,,,Chilli%2Bpeppers,5
1793,,,,,,,,,,T,T,,Chilli%2Bpeppers,5
1794,,,,,,,,,,,,P,Chilli%2Bpeppers,5
1795,,,S,,,,,,,,,,Chilli%2Bpeppers,107
1796,,,,,T,T,,,,,,,Chilli%2Bpeppers,107
1797,,,S,,,,,,,,,,Chilli%2Bpeppers,108
1798,,,,,T,T,,,,,,,Chilli%2Bpeppers,108
1799,,,S,,,,,,,,,,Chilli%2Bpeppers,109
1800,,,,,T,T,,,,,,,Chilli%2Bpeppers,109
1801,,,S,,,,,,,,,,Chilli%2Bpeppers,110
1802,,,,,T,T,,,,,,,Chilli%2Bpeppers,110
1803,,,S,,,,,,,,,,Chilli%2Bpeppers,111
1804,,,,,T,,,,,,,,Chilli%2Bpeppers,111
1805,,,,,P,P,,,,,,,Chilli%2Bpeppers,111
1806,,,S,,,,,,,,,,Chilli%2Bpeppers,112
1807,,,,,T,,,,,,,,Chilli%2Bpeppers,112
1808,,,,,P,P,,,,,,,Chilli%2Bpeppers,112
1809,,,S,,,,,,,,,,Chilli%2Bpeppers,11
1810,,,,,T,T,,,,,,,Chilli%2Bpeppers,11
1811,,,,,P,P,,,,,,,Chilli%2Bpeppers,11
1812,,S,S,,,,,,,,,,Chilli%2Bpeppers,14
1813,,,,,T,T,,,,,,,Chilli%2Bpeppers,14
1814,,,,,P,P,,,,,,,Chilli%2Bpeppers,14
1815,,,S,,,,,,,,,,Chilli%2Bpeppers,16
1816,,,,T,T,,,,,,,,Chilli%2Bpeppers,16
1817,,,,P,P,,,,,,,,Chilli%2Bpeppers,16
1818,,,S,,,,,,,,,,Chilli%2Bpeppers,113
1819,,,,T,T,,,,,,,,Chilli%2Bpeppers,113
1820,,,,P,P,,,,,,,,Chilli%2Bpeppers,113
1821,,S,S,,,,,,,,,,Chilli%2Bpeppers,10
1822,,,,,T,T,,,,,,,Chilli%2Bpeppers,10
1823,,,,,P,P,,,,,,,Chilli%2Bpeppers,10
1824,,S,S,,,,,,,,,,Chilli%2Bpeppers,114
1825,,,,,T,T,,,,,,,Chilli%2Bpeppers,114
1826,,,,,P,P,,,,,,,Chilli%2Bpeppers,114
1827,S,S,,,,,,,,,,,Chilli%2Bpeppers,13
1828,,,,T,T,,,,,,,,Chilli%2Bpeppers,13
1829,,,,P,P,,,,,,,,Chilli%2Bpeppers,13
1830,S,S,,,,,,,,,,,Chilli%2Bpeppers,12
1831,,,,T,T,,,,,,,,Chilli%2Bpeppers,12
1832,,,,P,P,,,,,,,,Chilli%2Bpeppers,12
1833,S,S,,,,,,,,,,,Chilli%2Bpeppers,115
1834,,,,T,T,,,,,,,,Chilli%2Bpeppers,115
1835,,,P,P,P,,,,,,,,Chilli%2Bpeppers,115
1836,S,S,,,,,,,,,,,Chilli%2Bpeppers,116
1837,,,,T,T,,,,,,,,Chilli%2Bpeppers,116
1838,,,P,P,P,,,,,,,,Chilli%2Bpeppers,116
1839,S,,,,,,,,S,,,,Chilli%2Bpeppers,15
1840,,T,,,,,,,,T,T,,Chilli%2Bpeppers,15
1841,,P,P,,,,,,,P,P,P,Chilli%2Bpeppers,15
1842,S,,,,,,,,,,,,Chilli%2Bpeppers,100
1843,,T,,T,,,,,,,,,Chilli%2Bpeppers,100
1844,,P,P,P,,,,,,,,,Chilli%2Bpeppers,100
1845,P,P,P,,,,,,,,,,Chilli%2Bpeppers,101
1846,P,P,P,,,,,,,,,,Chilli%2Bpeppers,102
1847,P,P,P,,,,,,,,,,Chilli%2Bpeppers,103
1848,P,P,P,,,,,,,,,,Chilli%2Bpeppers,104
1849,P,P,P,,,,,,,,,,Chilli%2Bpeppers,105
1850,P,P,P,,,,,,,,,P,Chilli%2Bpeppers,106
1851,S,S,S,S,,,,,,,S,S,Chilli%2Bpeppers,23
1852,T,T,T,T,,,,,,,,T,Chilli%2Bpeppers,23
1853,S,S,S,S,,,,,S,S,S,,Chilli%2Bpeppers,20
1854,,T,T,T,T,,,,,T,T,T,Chilli%2Bpeppers,20
1855,S,S,S,S,,,,,,,S,S,Chilli%2Bpeppers,21
1856,T,T,T,T,,,,,,,,T,Chilli%2Bpeppers,21
1857,,,,,,,,S,S,S,,,Chilli%2Bpeppers,22
1858,,,,,,,,,T,T,T,,Chilli%2Bpeppers,22
1859,,S,S,S,S,,,,,,,,Chinese%2Bcabbage,17
1860,,,T,T,T,,,,,,,,Chinese%2Bcabbage,17
1861,S,S,,,,,,,,,,S,Chinese%2Bcabbage,1
1862,T,T,T,,,,,,,,,T,Chinese%2Bcabbage,1
1863,,,,,,,S,S,,,,,Chinese%2Bcabbage,3
1864,,,,,,,,T,T,,,,Chinese%2Bcabbage,3
1865,S,S,,,,,,,,,,S,Chinese%2Bcabbage,2
1866,T,T,T,,,,,,,,,T,Chinese%2Bcabbage,2
1867,,,,S,S,S,S,,,,,,Chinese%2Bcabbage,4
1868,,,,,T,T,T,T,,,,,Chinese%2Bcabbage,4
1869,,,,,S,,,,,,,,Chinese%2Bcabbage,61
1870,,,,,,T,,,,,,,Chinese%2Bcabbage,61
1871,,,,,S,,,,,,,,Chinese%2Bcabbage,62
1872,,,,,,T,,,,,,,Chinese%2Bcabbage,62
1873,,,,,,S,,,,,,,Chinese%2Bcabbage,60
1874,,,,,,,T,,,,,,Chinese%2Bcabbage,60
1875,,,,,,S,,,,,,,Chinese%2Bcabbage,59
1876,,,,,,,T,,,,,,Chinese%2Bcabbage,59
1877,,,,,,S,,,,,,,Chinese%2Bcabbage,58
1878,,,,,,,T,,T,,,,Chinese%2Bcabbage,58
1879,,,,,,,S,S,,,,,Chinese%2Bcabbage,57
1880,,,,,,,,T,T,,,,Chinese%2Bcabbage,57
1881,,,,,,,S,S,,,,,Chinese%2Bcabbage,56
1882,,,,,,,,T,T,,,,Chinese%2Bcabbage,56
1883,,,,,,,S,S,,,,,Chinese%2Bcabbage,55
1884,,,,,,,,T,T,,,,Chinese%2Bcabbage,55
1885,,,,,,,S,,,,,,Chinese%2Bcabbage,54
1886,,,,,,,,T,,,,,Chinese%2Bcabbage,54
1887,,,,,,,S,S,,,,,Chinese%2Bcabbage,53
1888,,,,,,,,T,T,,,,Chinese%2Bcabbage,53
1889,,,,,,,S,S,,,,,Chinese%2Bcabbage,52
1890,,,,,,,,T,T,,,,Chinese%2Bcabbage,52
1891,,,,,,,S,S,,,,,Chinese%2Bcabbage,51
1892,,,,,,,,T,T,,,,Chinese%2Bcabbage,51
1893,,,,,,,S,S,,,,,Chinese%2Bcabbage,50
1894,,,,,,,,T,T,,,,Chinese%2Bcabbage,50
1895,,,,,,P,,,,,,,Chinese%2Bcabbage,8
1896,,,,P,P,,,,,,,,Chinese%2Bcabbage,9
1897,,,,,,,,,,,P,P,Chinese%2Bcabbage,6
1898,,,,,,,,P,P,,,,Chinese%2Bcabbage,7
1899,,,,,,,,,,P,P,,Chinese%2Bcabbage,5
1900,,,,,,S,,,,,,,Chinese%2Bcabbage,110
1901,,,,,,,T,,,,,,Chinese%2Bcabbage,110
1902,,,,,,,P,,,,,,Chinese%2Bcabbage,110
1903,,,,,,S,,,,,,,Chinese%2Bcabbage,111
1904,,,,,,,T,,,,,,Chinese%2Bcabbage,111
1905,,,,,,,P,,,,,,Chinese%2Bcabbage,111
1906,,,,,,S,,,,,,,Chinese%2Bcabbage,112
1907,,,,,,,T,,,,,,Chinese%2Bcabbage,112
1908,,,,,,,P,,,,,,Chinese%2Bcabbage,112
1909,,,,,S,,,,,,,,Chinese%2Bcabbage,11
1910,,,,,,T,,,,,,,Chinese%2Bcabbage,11
1911,,,,,,P,,,,,,,Chinese%2Bcabbage,11
1912,,,,,S,,,,,,,,Chinese%2Bcabbage,14
1913,,,,,,T,,,,,,,Chinese%2Bcabbage,14
1914,,,,,,P,,,,,,,Chinese%2Bcabbage,14
1915,,,,,S,,,,,,,,Chinese%2Bcabbage,16
1916,,,,,,T,,,,,,,Chinese%2Bcabbage,16
1917,,,,,,P,P,,,,,,Chinese%2Bcabbage,16
1918,,,,,S,,,,,,,,Chinese%2Bcabbage,113
1919,,,,,,T,,,,,,,Chinese%2Bcabbage,113
1920,,,,,,P,P,,,,,,Chinese%2Bcabbage,113
1921,,,,,,,S,,,,,,Chinese%2Bcabbage,10
1922,,,,,,,,T,,,,,Chinese%2Bcabbage,10
1923,,,,,,,,P,,,,,Chinese%2Bcabbage,10
1924,,,,,,,S,,,,,,Chinese%2Bcabbage,114
1925,,,,,,,,T,,,,,Chinese%2Bcabbage,114
1926,,,,,,,,P,,,,,Chinese%2Bcabbage,114
1927,,,,,,,S,,,,,,Chinese%2Bcabbage,13
1928,,,,,,,,T,,,,,Chinese%2Bcabbage,13
1929,,,,,,,,P,,,,,Chinese%2Bcabbage,13
1930,,,,,,,S,,,,,,Chinese%2Bcabbage,12
1931,,,,,,,,T,,,,,Chinese%2Bcabbage,12
1932,,,,,,,,P,,,,,Chinese%2Bcabbage,12
1933,,,,,,,,,S,,,,Chinese%2Bcabbage,115
1934,,,,,,,,,,P,,,Chinese%2Bcabbage,115
1935,,,,,,,,,S,,,,Chinese%2Bcabbage,116
1936,,,,,,,,,,P,,,Chinese%2Bcabbage,116
1937,,,,,,,,,S,,,,Chinese%2Bcabbage,15
1938,,,,,,,,,,T,,,Chinese%2Bcabbage,15
1939,,,,,,,,,,P,,,Chinese%2Bcabbage,15
1940,,,,,,,,,S,,,,Chinese%2Bcabbage,100
1941,,,,,,,,,,P,,,Chinese%2Bcabbage,100
1942,S,,,,,,,,,,,,Chinese%2Bcabbage,101
1943,,P,,,,,,,,,,,Chinese%2Bcabbage,101
1944,S,,,,,,,,,,,,Chinese%2Bcabbage,102
1945,,P,,,,,,,,,,,Chinese%2Bcabbage,102
1946,,S,S,S,,,,,,,,,Chinese%2Bcabbage,23
1947,,,T,T,T,,,,,,,,Chinese%2Bcabbage,23
1948,,P,P,P,,,,,,,,,Chinese%2Bcabbage,23
1949,,,P,P,P,,,,,,,,Chinese%2Bcabbage,20
1950,,S,S,,,,,,,,,,Chinese%2Bcabbage,21
1951,,,T,T,,,,,,,,,Chinese%2Bcabbage,21
1952,,P,P,,,,,,,,,,Chinese%2Bcabbage,21
1953,,,,,,,,,,,P,P,Chinese%2Bcabbage,22
1954,S,S,,,,S,S,S,S,S,S,S,Chives,17
1955,T,T,T,,,,T,T,T,T,T,T,Chives,17
1956,P,P,,,,,P,P,P,P,P,P,Chives,17
1957,S,S,S,,,,,,S,S,S,S,Chives,1
1958,T,T,T,T,,,,,T,T,T,T,Chives,1
1959,P,P,,,,,,,,P,P,P,Chives,1
1960,S,S,S,S,S,S,S,S,S,S,S,S,Chives,3
1961,T,T,T,T,T,T,T,T,T,T,T,T,Chives,3
1962,P,P,P,P,P,P,P,P,P,P,P,P,Chives,3
1963,S,S,S,S,,,,S,S,S,S,S,Chives,2
1964,T,T,T,T,T,,,,T,T,T,T,Chives,2
1965,P,P,P,P,,,,,,P,P,P,Chives,2
1966,,,S,S,S,S,S,,,,,,Chives,4
1967,,,,T,T,T,T,,,,,,Chives,4
1968,,,,P,P,P,P,,,,,,Chives,4
1969,,,,,S,,,,,,,,Chives,61
1970,,,,,,T,T,,,,,,Chives,61
1971,,,,,,P,,,P,,,,Chives,61
1972,,,,,S,,,,,,,,Chives,62
1973,,,,,,T,,,,,,,Chives,62
1974,,,,,S,,,,,,,,Chives,60
1975,,,,,,T,,T,,,,,Chives,60
1976,,,,,,P,P,,P,,,,Chives,60
1977,,,,S,,,,,,,,,Chives,59
1978,,,,,T,,,,,,,,Chives,59
1979,,,,,P,P,P,P,,,,,Chives,59
1980,,,,S,,,,,,,,,Chives,58
1981,,,,,T,,,,,,,,Chives,58
1982,,,,,P,P,P,P,,,,,Chives,58
1983,,,,S,,,,,,,,,Chives,57
1984,,,,,T,,,,,,,,Chives,57
1985,,,,,P,P,P,P,,,,,Chives,57
1986,,,,S,,,,,,,,,Chives,56
1987,,,,,T,,,,,,,,Chives,56
1988,,,,,P,P,P,P,P,,,,Chives,56
1989,,,,S,,,,,,,,,Chives,55
1990,,,,,T,,,,,,,,Chives,55
1991,,,,,P,P,P,P,P,,,,Chives,55
1992,,,,S,,,,,,,,,Chives,54
1993,,,,,T,,,,,,,,Chives,54
1994,,,,,P,P,P,P,P,,,,Chives,54
1995,,,S,,,,,,,,,,Chives,53
1996,,,,T,,,,,,,,,Chives,53
1997,,,,P,P,P,P,P,P,,,,Chives,53
1998,,,S,,,,,,,,,,Chives,52
1999,,,,T,,,,,,,,,Chives,52
2000,,,,P,P,P,P,P,P,,,,Chives,52
2001,,,S,,,,,,,,,,Chives,51
2002,,,,T,,,,,,,,,Chives,51
2003,,,,P,P,P,P,P,P,,,,Chives,51
2004,,S,,,,,,,,,,,Chives,50
2005,,,T,T,,,,,,,,,Chives,50
2006,,,P,P,P,P,P,P,P,,,,Chives,50
2007,,,,,P,P,P,P,P,,,,Chives,8
2008,,,,P,P,P,P,P,P,,,,Chives,9
2009,P,P,P,P,,,,,,P,P,P,Chives,6
2010,P,P,P,P,P,P,P,P,P,P,P,P,Chives,7
2011,P,P,P,P,P,,,,P,P,P,P,Chives,5
2012,,,,S,,,,,,,,,Chives,110
2013,,,,,,T,,,,,,,Chives,110
2014,,,,,P,P,,,,,,,Chives,110
2015,,,,S,,,,,,,,,Chives,111
2016,,,,,,T,,,,,,,Chives,111
2017,,,,,P,P,,,,,,,Chives,111
2018,,,,S,,,,,,,,,Chives,112
2019,,,,,,T,,,,,,,Chives,112
2020,,,,,P,P,,,,,,,Chives,112
2021,,,S,,,,S,,,,,,Chives,11
2022,,,,,T,,,T,,,,,Chives,11
2023,,,,P,P,,,,,,,,Chives,11
2024,,,S,,,,S,,,,,,Chives,14
2025,,,,,T,,,T,,,,,Chives,14
2026,,,,P,P,,,,,,,,Chives,14
2027,,,S,,,,S,,,,,,Chives,16
2028,,,,,T,,,T,,,,,Chives,16
2029,,,,P,P,,,,,,,,Chives,16
2030,,,S,,,,S,,,,,,Chives,113
2031,,,,,T,,,T,,,,,Chives,113
2032,,,,P,P,,,,,,,,Chives,113
2033,,,S,,,,,S,,,,,Chives,10
2034,,,,,T,,,,,T,,,Chives,10
2035,,,,P,P,,,,P,P,,,Chives,10
2036,,,S,,,,,S,,,,,Chives,114
2037,,,,,T,,,,,T,,,Chives,114
2038,,,,P,P,,,,P,P,,,Chives,114
2039,,S,,,,,,S,,,,,Chives,13
2040,,,,T,,,,,,T,,,Chives,13
2041,,,P,P,,,,,P,P,,,Chives,13
2042,,S,,,,,S,,,,,,Chives,12
2043,,,,T,,,,,T,,,,Chives,12
2044,,,P,P,,,,P,P,,,,Chives,12
2045,,S,,,,,,,,,,,Chives,115
2046,,,T,,,,,,,,,,Chives,115
2047,,,P,,,,,,,,,,Chives,115
2048,,S,,,,,,,,,,,Chives,116
2049,,,T,,,,,,,,,,Chives,116
2050,,,P,,,,,,,,,,Chives,116
2051,,,,,,,,S,,,,,Chives,15
2052,,,,,,,,,T,,,,Chives,15
2053,,,,,,,,,P,P,P,P,Chives,15
2054,,,,,,,,,S,,,,Chives,100
2055,,,,,,,,,,T,,,Chives,100
2056,,,,,,,,,,P,P,P,Chives,100
2057,P,P,,,,,,,,,,,Chives,101
2058,S,S,S,S,S,,,,S,S,S,S,Chives,23
2059,T,T,T,T,T,,,,T,T,T,T,Chives,23
2060,S,S,S,S,S,,,S,S,S,S,S,Chives,20
2061,T,T,T,T,T,,,T,T,T,T,T,Chives,20
2062,,,S,S,S,S,S,S,S,S,,,Chives,21
2063,,,T,T,T,T,T,T,T,T,,,Chives,21
2064,S,S,S,S,,,,,S,S,S,S,Chives,22
2065,T,T,T,T,,,,,T,T,T,T,Chives,22
2066,P,P,,,,,,,P,P,P,P,Choko~Chayote,17
2067,,,,,,,,,,P,P,,Choko~Chayote,3
2068,,,,,,,,,,,,P,Choko~Chayote,2
2069,,,,P,P,P,P,,,,,,Choko~Chayote,4
2070,,,,,,,,,,P,P,,Choko~Chayote,7
2071,,,,,,,,,,,,P,Choko~Chayote,5
2072,,,,P,,,,,,,,,Choko~Chayote,115
2073,,,,P,,,,,,,,,Choko~Chayote,116
2074,,,P,,,,,,,,,,Choko~Chayote,15
2075,,,P,,,,,,,,,,Choko~Chayote,100
2076,,P,,,,,,,,,,,Choko~Chayote,101
2077,,P,,,,,,,,,,,Choko~Chayote,102
2078,,P,,,,,,,,,,,Choko~Chayote,103
2079,,P,,,,,,,,,,,Choko~Chayote,104
2080,P,,,,,,,,,,,,Choko~Chayote,105
2081,P,,,,,,,,,,,,Choko~Chayote,106
2082,P,P,,,,,,,P,P,P,P,Choko~Chayote,23
2083,P,P,,,,,,,P,P,P,P,Choko~Chayote,20
2084,P,P,,,,,,,P,P,P,P,Choko~Chayote,21
2085,,,S,S,S,,,,,,,,Collards,17
2086,,,,T,T,T,T,T,,,,,Collards,17
2087,,,P,P,P,P,,,,,,,Collards,17
2088,S,S,,,,,,S,S,S,S,S,Collards,1
2089,T,T,T,,,,,,T,T,T,T,Collards,1
2090,P,,,,,,,,P,P,P,P,Collards,1
2091,,,S,S,,,,S,,,,,Collards,3
2092,,,,,T,T,,,T,,,,Collards,3
2093,,,,,P,,,P,,,,,Collards,3
2094,S,S,S,,,,,S,S,S,S,S,Collards,2
2095,T,T,T,T,,,,,T,T,T,T,Collards,2
2096,P,P,,,,,,,P,P,P,P,Collards,2
2097,,,,S,S,S,S,,,,,,Collards,4
2098,,,,,,T,T,T,T,,,,Collards,4
2099,,,,P,P,P,P,,,,,,Collards,4
2100,,,,,P,,P,P,,,,,Collards,61
2101,,,,,P,,P,P,,,,,Collards,62
2102,,,,P,P,,P,P,,,,,Collards,60
2103,,,,P,P,,P,P,,,,,Collards,59
2104,,,,P,P,,P,P,,,,,Collards,58
2105,,,,P,P,,P,P,P,,,,Collards,57
2106,,,P,P,P,,,P,P,,,,Collards,56
2107,,P,P,P,P,,,P,P,,,,Collards,55
2108,,P,P,P,P,,,P,P,,,,Collards,54
2109,,P,P,P,P,,,P,P,P,,,Collards,53
2110,,P,P,P,P,,,P,P,P,,,Collards,52
2111,,P,P,P,P,,,P,P,P,,,Collards,51
2112,P,P,P,P,P,,,P,P,P,,,Collards,50
2113,,,S,S,,,,S,,,,,Collards,8
2114,,,,,T,T,,,T,,,,Collards,8
2115,,,S,S,,,,S,,,,,Collards,9
2116,,,,,T,T,,,T,,,,Collards,9
2117,S,S,,,,,,,,,,,Collards,6
2118,,,T,T,,,,,,,,,Collards,6
2119,,,S,S,,,S,,,,,,Collards,7
2120,,,,,T,T,,,T,,,,Collards,7
2121,,S,S,,,,,,,,,,Collards,5
2122,,,,T,T,,,,,,,,Collards,5
2123,,,S,,,,,,,,,,Collards,107
2124,,,,,T,,,,,,,,Collards,107
2125,,,,P,P,P,P,,,,,,Collards,107
2126,,,S,,,,,,,,,,Collards,108
2127,,,,,T,,,,,,,,Collards,108
2128,,,,P,P,P,P,,,,,,Collards,108
2129,,,,P,P,P,,,,,,,Collards,109
2130,,,,P,P,P,,,,,,,Collards,110
2131,,,,P,P,P,,,,,,,Collards,111
2132,,,,P,P,P,,,,,,,Collards,112
2133,,,S,,,,,,,,,,Collards,11
2134,,,,T,,,,,,,,,Collards,11
2135,,,,P,P,,,,,,,,Collards,11
2136,,,S,,,,,,,,,,Collards,14
2137,,,,T,,,,,,,,,Collards,14
2138,,,,P,P,,,,,,,,Collards,14
2139,,,S,,,,,,,,,,Collards,16
2140,,,,T,T,,,,,,,,Collards,16
2141,,,,P,P,,P,P,,,,,Collards,16
2142,,,S,,,,,,,,,,Collards,113
2143,,,,T,T,,,,,,,,Collards,113
2144,,,,P,P,,P,P,,,,,Collards,113
2145,,P,P,,,,,P,P,,,,Collards,10
2146,,P,P,P,,,,P,P,,,,Collards,114
2147,,P,P,,,,,P,P,,,,Collards,13
2148,,P,P,,,,,P,P,,,,Collards,12
2149,,,,,,,S,,,,,,Collards,115
2150,,,,,,,,,T,T,T,,Collards,115
2151,,P,P,,,,,,P,P,,,Collards,115
2152,,,,,,,S,,,,,,Collards,116
2153,,,,,,,,,T,,,,Collards,116
2154,,P,P,,,,,,P,P,,,Collards,116
2155,P,P,,,,,,,P,P,P,P,Collards,15
2156,,,,,,,S,,,,,,Collards,100
2157,,,,,,,,T,T,,,,Collards,100
2158,P,P,,,,,,P,P,P,P,P,Collards,100
2159,,,S,,,,,,,,,,Collards,23
2160,,,,,T,,,,,,,,Collards,23
2161,,,P,,,,,,,,,,Collards,23
2162,,,S,,,,,,,,,,Collards,20
2163,,,,,,,T,,,,,,Collards,20
2164,,,P,,,,,,,,,,Collards,20
2165,,,S,,,,,,,,,,Collards,21
2166,,,,,,T,,,,,,,Collards,21
2167,,,P,,,,,,,,,,Collards,21
2168,,,S,,,,,,,,,,Collards,22
2169,,,,,,T,,,,,,,Collards,22
2170,,,P,,,,,,,,,,Collards,22
2171,,,,,,,S,S,S,,,,Coriander,17
2172,,,,,,,,T,T,,,,Coriander,17
