,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,name,zone
5030,,,,T,,,,,,,,,Rhubarb,108
5031,,,,P,,,,,,,,,Rhubarb,108
5032,,,,,,,P,,,,,,Rhubarb,109
5033,,,,,,,P,,,,,,Rhubarb,110
5034,,,,,,,P,,,,,,Rhubarb,111
5035,,,,,,,P,,,,,,Rhubarb,112
5036,,,,P,,,,,,,,,Rhubarb,11
5037,,,P,,,,,,,,,,Rhubarb,14
5038,,,P,,,,,,,,,,Rhubarb,16
5039,,,P,,,,,,,,,,Rhubarb,113
5040,,P,,,,,,,,,,,Rhubarb,10
5041,,P,,,,,,,,,,,Rhubarb,114
5042,,P,,,,,,,,,,,Rhubarb,13
5043,,P,,,,,,,,,,,Rhubarb,12
5044,,,,,,,,P,P,,,,Rhubarb,23
5045,,,P,P,,,,,,,,,Rhubarb,20
5046,,,,,,,,P,P,,,,Rhubarb,21
5047,,,,,,,,P,P,,,,Rhubarb,22
5048,,,P,P,P,,,P,P,P,P,,Rocket,17
5049,,P,P,P,P,,,P,P,P,P,P,Rocket,1
5050,,,P,P,P,P,P,P,P,P,,,Rocket,3
5051,,,P,P,P,,,P,P,P,P,,Rocket,2
5052,,,,,P,P,,,,,,,Rocket,4
5053,,,,,,P,,P,,,,,Rocket,61
5054,,,,,,P,,P,,,,,Rocket,62
5055,,,,,P,P,,,P,,,,Rocket,60
5056,,,,,P,P,,,P,,,,Rocket,59
5057,,,,,P,P,,,P,,,,Rocket,58
5058,,,,,P,P,,,P,,,,Rocket,57
5059,,,,P,P,P,,,P,,,,Rocket,56
5060,,,,P,P,,,,P,,,,Rocket,55
5061,,,P,P,P,,,,P,,,,Rocket,54
5062,,,P,P,P,,,,P,,,,Rocket,53
5063,,,P,P,P,,,,P,P,,,Rocket,52
5064,,,P,P,P,,,,P,P,,,Rocket,51
5065,,P,P,P,P,,,,P,P,,,Rocket,50
5066,,,,P,P,P,P,P,P,P,,,Rocket,8
5067,,,P,P,P,P,P,P,P,P,,,Rocket,9
5068,,P,P,,,,,,P,P,P,,Rocket,6
5069,,,P,P,P,P,P,P,P,P,P,,Rocket,7
5070,,,P,P,P,,,P,P,P,,,Rocket,5
5071,,,,,,P,P,,,,,,Rocket,107
5072,,,,,,P,P,,,,,,Rocket,108
5073,,,,,,P,P,,,,,,Rocket,109
5074,,,,,,P,P,,,,,,Rocket,110
5075,,,,S,,,,,,,,,Rocket,111
5076,,,,,T,,,,,,,,Rocket,111
5077,,,,,P,P,,P,,,,,Rocket,111
5078,,,,S,,,,,,,,,Rocket,112
5079,,,,,T,,,,,,,,Rocket,112
5080,,,,,P,P,,P,,,,,Rocket,112
5081,,,S,,,,,,,,,,Rocket,11
5082,,,,T,,,,,,,,,Rocket,11
5083,,,,P,P,,,P,,,,,Rocket,11
5084,,,S,,,,,,,,,,Rocket,14
5085,,,,T,,,,,,,,,Rocket,14
5086,,,,P,P,,,P,,,,,Rocket,14
5087,,,,,,P,P,P,,,,,Rocket,16
5088,,,,,,P,P,P,,,,,Rocket,113
5089,,,,,,,P,P,P,,,,Rocket,10
5090,,,,,,,P,P,P,,,,Rocket,114
5091,,,,,,,,P,P,P,,,Rocket,13
5092,,,,,,,,,P,P,P,,Rocket,12
5093,S,,,,,,,,,,,,Rocket,115
5094,,T,,,,,,,,,,,Rocket,115
5095,,P,P,,,,,,,P,P,,Rocket,115
5096,S,,,,,,,,,,,,Rocket,116
5097,,T,,,,,,,,,,,Rocket,116
5098,,P,P,,,,,,,P,P,,Rocket,116
5099,S,,,,,,,,,,,,Rocket,15
5100,,T,,,,,,,,,,,Rocket,15
5101,,P,P,,,,,,,,P,,Rocket,15
5102,S,,,,,,,,,,,,Rocket,100
5103,,T,,,,,,,,,,,Rocket,100
5104,,P,P,,,,,,,,P,,Rocket,100
5105,,,,,,,,S,S,S,S,S,Rockmelon,17
5106,T,T,T,,,,,,T,T,T,T,Rockmelon,17
5107,P,P,,,,,,,P,,P,P,Rockmelon,17
5108,,,,,,,,,,S,S,,Rockmelon,1
5109,,,,,,,,,,,T,,Rockmelon,1
5110,,,,,,,,S,S,S,S,S,Rockmelon,3
5111,T,T,,,,,,,,T,T,T,Rockmelon,3
5112,P,,,,,,,,P,P,P,P,Rockmelon,3
5113,,,,,,,,,S,S,,,Rockmelon,2
5114,,,,,,,,,,T,T,T,Rockmelon,2
5115,,,,,,,,,,P,P,,Rockmelon,2
5116,,,S,S,S,,,,,,,,Rockmelon,4
5117,,,,T,T,T,T,,,,,,Rockmelon,4
5118,,,,P,P,P,,,,,,,Rockmelon,4
5119,,,,,,P,,,,,,,Rockmelon,62
5120,,,,S,,,,,,,,,Rockmelon,56
5121,,,,,T,,,,,,,,Rockmelon,56
5122,,,,S,,,,,,,,,Rockmelon,55
5123,,,,,T,,,,,,,,Rockmelon,55
5124,,,,S,S,,,,,,,,Rockmelon,54
5125,,,,,T,T,,,,,,,Rockmelon,54
5126,,,,S,S,,,,,,,,Rockmelon,53
5127,,,,,T,T,,,,,,,Rockmelon,53
5128,,,S,S,S,,,,,,,,Rockmelon,52
5129,,,,T,T,T,,,,,,,Rockmelon,52
5130,,,S,S,S,,,,,,,,Rockmelon,51
5131,,,,T,T,T,T,,,,,,Rockmelon,51
5132,,S,S,S,S,,,,,,,,Rockmelon,50
5133,,,,T,T,T,T,,,,,,Rockmelon,50
5134,,,,S,,,,,,,,,Rockmelon,8
5135,,,,,,T,,,,,,,Rockmelon,8
5136,,,,S,,,,,,,,,Rockmelon,9
5137,,,,,,T,,,,,,,Rockmelon,9
5138,,,,,,,,,,S,S,,Rockmelon,6
5139,T,,,,,,,,,,,T,Rockmelon,6
5140,,,,,,,,S,S,,,,Rockmelon,7
5141,,,,,,,,,,T,T,,Rockmelon,7
5142,P,,,,,,,,,,,P,Rockmelon,7
5143,,,,,,,,,S,S,,,Rockmelon,5
5144,,,,,,,,,,,T,T,Rockmelon,5
5145,,,,S,,,,,,,,,Rockmelon,111
5146,,,,,,T,,,,,,,Rockmelon,111
5147,,,,,,P,,,,,,,Rockmelon,111
5148,,,,S,,,,,,,,,Rockmelon,112
5149,,,,,,T,,,,,,,Rockmelon,112
5150,,,,,,P,,,,,,,Rockmelon,112
5151,,,S,S,,,,,,,,,Rockmelon,11
5152,,,,,T,T,,,,,,,Rockmelon,11
5153,,,,,P,P,,,,,,,Rockmelon,11
5154,,,S,S,,,,,,,,,Rockmelon,14
5155,,,,,T,T,,,,,,,Rockmelon,14
5156,,,,,P,P,,,,,,,Rockmelon,14
5157,,,S,S,,,,,,,,,Rockmelon,16
5158,,,,,T,T,,,,,,,Rockmelon,16
5159,,,,,P,P,,,,,,,Rockmelon,16
5160,,,S,S,,,,,,,,,Rockmelon,113
5161,,,,,T,T,,,,,,,Rockmelon,113
5162,,,,,P,P,,,,,,,Rockmelon,113
5163,,,S,S,,,,,,,,,Rockmelon,10
5164,,,,,T,T,,,,,,,Rockmelon,10
5165,,,,,P,P,,,,,,,Rockmelon,10
5166,,,S,S,,,,,,,,,Rockmelon,114
5167,,,,,T,T,,,,,,,Rockmelon,114
5168,,,,,P,P,,,,,,,Rockmelon,114
5169,,S,S,,,,,,,,,,Rockmelon,13
5170,,,,T,,,,,,,,,Rockmelon,13
5171,,,P,P,,,,,,,,,Rockmelon,13
5172,,S,S,,,,,,,,,,Rockmelon,12
5173,,,,T,,,,,,,,,Rockmelon,12
5174,,,P,P,,,,,,,,,Rockmelon,12
5175,S,S,,,,,,,,,,,Rockmelon,115
5176,,,T,T,,,,,,,,,Rockmelon,115
5177,,,P,P,P,,,,,,,,Rockmelon,115
5178,S,S,,,,,,,,,,,Rockmelon,116
5179,,,T,T,,,,,,,,,Rockmelon,116
5180,,,P,P,P,,,,,,,,Rockmelon,116
5181,S,S,,,,,,,,,,,Rockmelon,15
5182,,,T,T,,,,,,,,,Rockmelon,15
5183,,,P,P,P,,,,,,,,Rockmelon,15
5184,S,S,,,,,,,,,,,Rockmelon,100
5185,,,T,T,,,,,,,,,Rockmelon,100
5186,,,P,P,P,,,,,,,,Rockmelon,100
5187,P,,,,,,,,,,,,Rockmelon,101
5188,P,,,,,,,,,,,,Rockmelon,102
5189,P,,,,,,,,,,,,Rockmelon,103
5190,P,,,,,,,,,,,,Rockmelon,104
5191,,,P,P,P,P,P,,,,,,Rockmelon,105
5192,,,P,P,P,P,,,,,,,Rockmelon,106
5193,,,,,,,,,P,P,P,P,Rockmelon,23
5194,,,,,,P,P,P,,,,,Rockmelon,20
5195,,,,,,,,,P,P,,,Rockmelon,21
5196,,,,,,,,,S,S,,,Rockmelon,22
5197,,,,,,,,,,T,T,,Rockmelon,22
5198,,,,,,,,,,,P,,Rockmelon,22
5199,S,,,,,,,S,S,S,S,S,Rosella,17
5200,T,T,T,,,,,,T,T,T,T,Rosella,17
5201,P,P,,,,,,,P,P,P,P,Rosella,17
5202,S,,,,,,,S,S,S,S,S,Rosella,3
5203,T,T,T,,,,,,T,T,T,T,Rosella,3
5204,P,P,,,,,,,P,P,P,P,Rosella,3
5205,,,,,,,,,,S,S,S,Rosella,4
5206,,,,,,,,,,T,T,T,Rosella,4
5207,,,,,,,,,,P,P,P,Rosella,4
5208,,,,S,,,,,,,,,Rosella,56
5209,,,,,T,,,,,,,,Rosella,56
5210,,,,,P,,,,,,,,Rosella,56
5211,P,P,,,,,,,P,P,P,P,Rosella,7
5212,S,,,,,,,,,,,,Rosella,115
5213,,,T,,,,,,,,,,Rosella,115
5214,,,P,,,,,,,,,,Rosella,115
5215,S,,,,,,,,,,,,Rosella,116
5216,,,T,,,,,,,,,,Rosella,116
5217,,,P,,,,,,,,,,Rosella,116
5218,S,,,,,,,,,,,,Rosella,15
5219,,,T,,,,,,,,,,Rosella,15
5220,,,P,,,,,,,,,,Rosella,15
5221,S,,,,,,,,,,,,Rosella,100
5222,,,T,,,,,,,,,,Rosella,100
5223,,,P,,,,,,,,,,Rosella,100
5224,S,,,,,,,,,,,,Rosella,101
5225,,,T,,,,,,,,,,Rosella,101
5226,,,P,,,,,,,,,,Rosella,101
5227,S,,,,,,,,,,,,Rosella,102
5228,,,T,,,,,,,,,,Rosella,102
5229,,,P,,,,,,,,,,Rosella,102
5230,S,,,,,,,,,,,,Rosella,103
5231,,,T,,,,,,,,,,Rosella,103
5232,,,P,,,,,,,,,,Rosella,103
5233,S,,,,,,,,,,,,Rosella,104
5234,,,T,,,,,,,,,,Rosella,104
5235,,,P,,,,,,,,,,Rosella,104
5236,S,,,,,,,,,,,,Rosella,105
5237,,,T,,,,,,,,,,Rosella,105
5238,,,P,,,,,,,,,,Rosella,105
5239,S,,,,,,,,,,,,Rosella,106
5240,,,T,,,,,,,,,,Rosella,106
5241,,,P,,,,,,,,,,Rosella,106
5242,,,,,,,,,S,S,S,,Rosella,23
5243,,,,,,,,,,T,T,T,Rosella,23
5244,,,,,,,,S,S,S,S,,Rosella,20
5245,,,,,,,,,T,T,T,T,Rosella,20
5246,,,,,,,,,S,S,,,Rosella,21
5247,,,,,,,,,,T,T,,Rosella,21
5248,,,,,,,,,S,S,,,Rosella,22
5249,,,,,,,,,,T,T,,Rosella,22
5250,,,,,,,P,P,,,,,Rosemary,17
5251,,,,,,,,,,P,P,P,Rosemary,1
5252,,,,,,,,,P,P,,,Rosemary,3
5253,,,,,,,,,P,P,P,,Rosemary,2
5254,,,,,P,P,,,,,,,Rosemary,4
5255,,,S,,,,,,,,,,Rosemary,60
5256,,,,,,T,,,,,,,Rosemary,60
5257,,,S,,,,,,,,,,Rosemary,59
5258,,,,,T,,,,,,,,Rosemary,59
5259,,S,S,,,,,,,,,,Rosemary,58
5260,,,,,T,T,,,,,,,Rosemary,58
5261,,S,S,,,,,,,,,,Rosemary,57
5262,,,,,T,T,,,,,,,Rosemary,57
5263,,S,S,S,,,,,,,,,Rosemary,56
5264,,,,,T,T,,,,,,,Rosemary,56
5265,,S,S,S,,,,,,,,,Rosemary,55
5266,,,,,T,T,,,,,,,Rosemary,55
5267,,S,S,S,,,,,,,,,Rosemary,54
